order_id,order_date,customer_id,customer_name,region,city,product_id,product_name,category,price,quantity,discount,payment_method,order_status
O19547,2024-12-30,C293,"Kathryn James",East,"Delhi ",P4095," Phone",Home,16042,0,5.0,COD,"Cancelled"
O19967,2024-08-31,C247,"Heather Howell",South,BANGALORE,P8481," Lamp ",Home,5710,1,5.0,Card,"Cancelled"
O21978,2024-06-01,C189,"RACHAEL LANG",South,"Chennai ",P3745,"T-Shirt ",Fashion,2041,3,20.0,COD,"Cancelled"
O21853,2024-12-21,C463,"Joshua Rodriguez",West,delhi,P6241,JACKET,Fashion,1655,4,15.0,UPI,"Returned"
O19463,2024-09-24,C151,"Sarah Todd",North,Bangalore,P4806," Table ",Home,5142,3,0.0,COD,"Completed"
O21505,2024-07-20,C109,"Veronica Gutierrez",North,"Bangalore ",P7547,T-SHIRT,Fashion,4098,0,,COD,"Returned"
O16386,2024-02-17,C246,"Joanna Rose",North,DELHI,P8729," Jacket",Fashion,2899,1,10.0,UPI,"Returned"
O13928,2024-01-29,C199,"Ashley Stark",North,"Kolkata ",P5129,LAMP,Home,1616,2,5.0,UPI,"Returned"
O18792,2024-05-26,C472,"Andre Garcia",West,,P3445,"Jeans ",Fashion,1692,2,5.0,COD,"Completed"
O13593,2024-08-21,C256,"Melissa Bennett",East,HYDERABAD,P1414,"Table ",Home,6098,4,5.0,UPI,"Returned"
O21975,2024-09-17,C363,"Christopher Mccullough",West," Mumbai ",P3440,chair,Home,6136,2,5.0,COD,"Completed"
O14289,2024-08-25,C416,"Hector King",West," Kolkata",P9015,MONITOR,Electronics,45852,3,15.0,COD,"Returned"
O13787,2024-07-18,C204,"Jeffrey Rivas",South," Bangalore ",P4532,phone,Electronics,35390,2,15.0,COD,"Completed"
O15675,2024-03-26,C295,"Catherine Lawrence",North,,P7093,Jacket,Fashion,4922,1,15.0,COD,"Completed"
O19029,2024-10-03,C256,"Ryan Thomas",North,BANGALORE,P3065," Headphones ",Electronics,21787,1,15.0,UPI,"Completed"
O18831,2024-08-19,C301,"Erica Chapman",South,chennai,P8032,"Monitor ",Electronics,75763,4,,Card,"Returned"
O20240,2024-07-17,C391,"Jack Davis",East,"Delhi ",P5749,"Table ",Home,4311,2,10.0,COD,"Completed"
O10905,2024-12-15,C456,"Joshua Brooks",West,CHENNAI,P2210,Phone,Electronics,14277,4,5.0,UPI,"Cancelled"
O14808,2024-04-11,C459,"David Roberts",North,KOLKATA,P3625," Sofa",Home,9879,5,20.0,COD,"Cancelled"
O20816,2024-05-19,C197,"JAMES COHEN",North,BANGALORE,P9239,HEADPHONES,Electronics,34052,3,0.0,Card,"Completed"
O17068,2024-01-25,C117,"JOHN AVILA",North,"Chennai ",P9030,"T-Shirt ",Fashion,1274,5,20.0,COD,"Completed"
O14613,2024-03-09,C445,"Sheila Butler",North," Chennai",P7285,T-shirt,Fashion,3236,1,15.0,Card,"Returned"
O17748,2024-12-02,C140,"Vicki Grimes",West," Hyderabad",P5693," Phone ",Electronics,53816,2,15.0,UPI,"Cancelled"
O10149,2024-11-03,C137,"Edward Wilson",South," Hyderabad ",P8273,monitor,Electronics,46434,2,0.0,Card,"Completed"
O10097,2024-02-08,C173,"Dr. Andrew Vargas",North,HYDERABAD,P2992,Laptop,Electronics,22203,3,10.0,COD,"Completed"
O10089,2024-11-11,C285,"Stacie Cook",West,,P9387,"Phone ",Electronics,36208,3,15.0,Card,"Cancelled"
O14079,2024-12-31,C460,"Stephen Macdonald",East,,P7996,chair,Home,5961,5,5.0,UPI,"Cancelled"
O20521,2024-05-22,C382,"Troy White",North," Chennai",P9925,SHOES,Fashion,4375,1,10.0,UPI,"Cancelled"
O17665,2024-03-07,C294,"James Wagner",North,,P5324,JACKET,Fashion,1804,5,0.0,Card,"Completed"
O16874,2024-05-17,C482,"Jonathan Delacruz",East,Chennai,P4289,headphones,Electronics,10724,4,15.0,Card,"Returned"
O19250,2024-03-04,C109,"Sandra Martinez",East,BANGALORE,P7295,SHOES,Fashion,580,5,5.0,COD,"Cancelled"
O14668,2024-12-06,C241,"LYNN RHODES",North," Hyderabad ",P8806,LAMP,Home,7211,1,15.0,COD,"Completed"
O20654,2024-07-23,C133,"Amanda Hernandez",South,"Chennai ",P4390,"Jeans ",Fashion,3333,1,15.0,COD,"Cancelled"
O13182,2024-07-21,C265,"Jessica Sanchez",East,hyderabad,P9799,phone,Electronics,10114,4,15.0,COD,"Cancelled"
O17134,2024-11-29,C108,"Monica Robertson",North,,P2399,Shoes,Fashion,2041,1,10.0,Card,"Returned"
O19987,2024-11-09,C457,"Heather Vega",West,Bangalore,P8108," Monitor",Electronics,50193,1,15.0,COD,"Returned"
O14353,2024-04-06,C106,"KELLY PATTERSON",North,"Delhi ",P7328,Jeans,Fashion,3144,2,5.0,COD,"Cancelled"
O16640,2024-05-09,C254,"Candace Martinez",North," Mumbai",P2564," T-Shirt",Fashion,2971,5,20.0,UPI,"Returned"
O16941,2024-08-31,C108,"Richard Harrison",West,bangalore,P7713," Chair",Home,4650,5,,Card,"Cancelled"
O10540,2024-06-23,C500,"Miss Yolanda Dixon",North," Delhi ",P2136,JACKET,Fashion,557,4,15.0,UPI,"Returned"
O15444,2024-05-26,C311,"Jaclyn Walker",North,CHENNAI,P8973,"Jeans ",Fashion,2751,4,20.0,Card,"Returned"
O16918,2024-08-16,C370,"fred lopez",North,,P5368,phone,Electronics,10579,3,10.0,UPI,"Completed"
O19996,2024-08-05,C120,"Juan Holloway",North,BANGALORE,P8637,"Phone ",Electronics,32578,2,15.0,Card,"Cancelled"
O20222,2024-10-24,C272,"Sean Roberts",North,Mumbai,P8407," Table ",Home,3334,2,5.0,UPI,"Cancelled"
O20222,2024-11-25,C474,"Robert Shelton",West,hyderabad,P3131,"Headphones ",Electronics,45626,3,,Card,"Cancelled"
O18778,2024-09-05,C334,"Christine Martinez",West,chennai,P7852," Table ",Home,103200,4,10.0,COD,"Completed"
O12422,2024-11-16,C484,"  Stephanie Crawford  ",West,mumbai,P1524," Table",Home,3114,1,0.0,Card,"Cancelled"
O17060,2024-04-29,C314,"  Taylor Joyce  ",South,BANGALORE,P6423,Laptop,Electronics,69631,1,10.0,COD,"Cancelled"
O21446,2024-11-06,C421,"Maurice Hughes",East,Kolkata,P3568,"Chair ",Home,4256,3,5.0,UPI,"Returned"
O16571,2024-07-02,C422,"Michael Johnson",North," Bangalore ",P8755,sofa,Home,8085,5,0.0,Card,"Cancelled"
O12706,2024-10-28,C390,"mark mcdonald dds",West," Hyderabad",P1465," Shoes",Fashion,2384,4,10.0,UPI,"Completed"
O11983,2024-02-19,C180,"  Brooke Fitzpatrick  ",East,"Delhi ",P4113,Jeans,Fashion,2739,5,0.0,COD,"Completed"
O17622,2024-06-13,C452,"robert figueroa",East," Delhi ",P6336," Monitor ",Electronics,52183,5,10.0,COD,"Returned"
O20157,2024-12-29,C313,"Jamie Henderson",North,,P8461," T-Shirt",Fashion,793,3,15.0,Card,"Returned"
O13510,2024-06-07,C494,"  Susan Fitzgerald  ",East,Hyderabad,P8772,Table,Home,2526,2,10.0,Card,"Returned"
O18576,2024-08-01,C404,"William Clark",South,Delhi,P5629,"Headphones ",Electronics,6274,5,5.0,UPI,"Returned"
O15910,2024-11-11,C231,"Douglas Williams",West,HYDERABAD,P2723," Jeans ",Fashion,1098,2,,Card,"Returned"
O10782,2024-09-17,C176,"Elizabeth Sanchez",East," Hyderabad ",P3301,Laptop,Electronics,68288,3,20.0,Card,"Completed"
O10100,2024-07-11,C402,"Charles Allen",South,Hyderabad,P5471," Laptop ",Electronics,44128,5,20.0,UPI,"Cancelled"
O10033,2024-09-29,C455,"Mark Vaughn",East,CHENNAI,P5063,Jeans,Fashion,955,2,0.0,UPI,"Cancelled"
O13126,2024-03-02,C446,"Jack Patterson",South,DELHI,P3686,"Shoes ",Fashion,3119,3,10.0,UPI,"Cancelled"
O16328,2024-05-27,C139,"Joel Armstrong",North,"Hyderabad ",P1751," Lamp ",Home,6627,1,0.0,UPI,"Completed"
O11677,2024-08-05,C500,"Joshua Christensen",North,Bangalore,P4913,SHOES,Fashion,4541,1,5.0,Card,"Returned"
O14095,2024-07-17,C496,"Rebecca Cross",North," Delhi ",P7634," Monitor",Electronics,18686,5,20.0,UPI,"Completed"
O19664,2024-02-26,C320,"Deborah Mack",East,chennai,P8406,sofa,Home,9812,2,10.0,COD,"Completed"
O15806,2024-09-23,C163,"Cameron Hall",West,KOLKATA,P2511," Laptop",Electronics,79377,4,15.0,UPI,"Completed"
O15310,2024-12-24,C253,"Tonya Alexander",South," Chennai ",P7013,"T-Shirt ",Fashion,2680,2,15.0,Card,"Cancelled"
O18072,2024-02-04,C384,"William Ferguson",West," Kolkata ",P3189," Table ",Home,3804,4,20.0,UPI,"Completed"
O19630,2024-03-21,C474,"kathryn weber",West," Hyderabad",P6031,LAPTOP,Electronics,32897,2,10.0,Card,"Returned"
O17252,2024-05-09,C208,"benjamin ramirez",South,Mumbai,P8143,Shoes,Fashion,4249,3,5.0,Card,"Cancelled"
O18549,2024-03-01,C322,"brian may",South,bangalore,P6811," Lamp",Home,2814,4,5.0,COD,"Returned"
O11248,2024-11-19,C436,"Susan Bentley",North,"Chennai ",P4433,CHAIR,Home,2710,4,10.0,UPI,"Cancelled"
O10165,2024-04-19,C181,"Sydney Nelson",East,mumbai,P8717," Sofa ",Home,4541,4,15.0,Card,"Completed"
O16176,2024-12-01,C256,,West,chennai,P7058,headphones,Electronics,7961,3,10.0,UPI,"Completed"
O14239,2024-10-29,C256,"Amanda Weaver",South,delhi,P7983,shoes,Fashion,2815,3,20.0,UPI,"Returned"
O12487,2024-09-24,C318,"Nathaniel Tran",North," Kolkata",P1695,"Phone ",Electronics,17745,3,15.0,Card,"Completed"
O21939,2024-07-08,C432,"Christopher Cain",West,hyderabad,P1193," Jacket ",Fashion,4423,4,0.0,COD,"Returned"
O11164,2024-08-27,C375,"  Margaret Long  ",North,"Delhi ",P4570,shoes,Fashion,3100,5,0.0,UPI,"Completed"
O21552,2024-01-23,C132,"Evan Jones",South,BANGALORE,P1057," Table ",Home,1042,4,10.0,UPI,"Cancelled"
O14977,2024-12-19,C135,"sara harris",North,delhi,P2493," Lamp ",Home,5793,4,0.0,Card,"Completed"
O15863,2024-07-07,C169,"Jacob Kelly",North,kolkata,P7299,Headphones,Electronics,8627,5,,Card,"Returned"
O12381,2024-11-20,C492,"Steven Mccullough",East," Bangalore",P8327,Monitor,Electronics,76385,2,5.0,Card,"Returned"
O15680,2024-05-06,C490,"Denise Williams",West,HYDERABAD,P6349," Monitor ",Electronics,10687,5,5.0,UPI,"Completed"
O11499,2024-12-16,C199,"Justin French",West,Delhi,P8327,sofa,Home,8698,2,20.0,Card,"Returned"
O12266,2024-01-15,C453,"Nicole Stokes",South," Chennai ",P6126,"Shoes ",Fashion,556,3,20.0,Card,"Returned"
O16163,2024-03-24,C109,"Jake Brennan",West,CHENNAI,P7722," Headphones",Electronics,71739,1,10.0,COD,"Completed"
O19072,2024-06-23,C434,"Jaime Sexton",East,"Bangalore ",P8340,shoes,Fashion,4054,89,0.0,Card,"Cancelled"
O14640,2024-05-23,C393,"jordan williams",East,delhi,P8991,Jeans,Fashion,4874,4,5.0,Card,"Cancelled"
O13410,2024-02-08,C305,"Kara Berry",South,"Hyderabad ",P2660," Monitor ",Electronics,35468,5,15.0,COD,"Cancelled"
O14864,2024-02-01,C208,"  Nicholas Keller  ",South," Hyderabad",P3423," Monitor ",Electronics,64780,4,10.0,COD,"Returned"
O17769,2024-09-10,C342,"Mallory Owens",North," Mumbai",P8701,LAPTOP,Home,25839,1,10.0,COD,"Cancelled"
O15964,2024-07-05,C151,"MICHAEL SANDERS",East,"Kolkata ",P9019,lamp,Home,347650,3,20.0,UPI,"Cancelled"
O12240,2024-12-31,C287,"Erik Wu",West,mumbai,P2681,Jeans,Fashion,1145,2,20.0,COD,"Completed"
O12544,2024-03-08,C286,"Paul Vincent",North," Kolkata ",P9259,Jeans,Fashion,1840,1,0.0,UPI,"Returned"
O12712,2024-03-15,C491,"Kirsten Martinez",North," Delhi ",P7022," Chair ",Home,3988,1,0.0,UPI,"Completed"
O14638,2024-11-20,C232,"SEAN GALLAGHER",North," Hyderabad ",P6881,shoes,Fashion,2950,2,0.0,COD,"Cancelled"
O14991,2024-06-25,C346,"Gary Larson",East,HYDERABAD,P5696,Phone,Electronics,58900,3,10.0,UPI,"Returned"
O12202,2024-12-16,C299,"jennifer murray",East,Kolkata,P5481," Sofa ",Home,8973,5,10.0,COD,"Cancelled"
O13467,2024-07-01,C460,"Luis Bell",West,delhi,P8464,JACKET,Fashion,3996,1,20.0,Card,"Cancelled"
O12425,2024-01-07,C426,"Christopher Brown",West,Delhi,P9566,Laptop,Electronics,76630,1,5.0,UPI,"Completed"
O10939,2024-10-20,C377,"Daniel Matthews",North,DELHI,P5382,"Laptop ",Electronics,36575,2,20.0,UPI,"Cancelled"
O21394,2024-07-05,C388,"Paul Cortez",West," Kolkata",P4440,JACKET,Fashion,966,1,5.0,COD,"Cancelled"
O16847,2024-09-19,C174,"Jose Braun",North,,P4667,sofa,Home,8801,5,-10.0,UPI,"Completed"
O18276,2024-01-21,C438,"  Joseph Lynn  ",South," Kolkata",P7697," Shoes",Fashion,2054,2,15.0,UPI,"Completed"
O21213,2024-07-07,C306,"  Sarah Miller  ",East,BANGALORE,P4794," Lamp",Home,9182,5,5.0,COD,"Cancelled"
O18828,2024-08-12,C342,"Nicole Ruiz",North,hyderabad,P7389,Headphones,Electronics,73684,1,20.0,Card,"Completed"
O17796,2024-08-26,C281,"Jessica Brady",North,hyderabad,P8792," Chair",Home,751,3,5.0,Card,"Returned"
O18493,2024-07-08,C342,"ryan baker",North,mumbai,P5446,MONITOR,Electronics,30834,2,10.0,Card,"Cancelled"
O14784,2024-09-21,C357,"Amy Gross",East," Hyderabad ",P7386," T-Shirt ",Fashion,2904,60,0.0,COD,"Returned"
O11180,2024-02-09,C219,"robert stark",West," Bangalore",P8466,"Lamp ",Home,9283,4,15.0,Card,"Cancelled"
O17397,2024-04-07,C333,"Jessica Moran DVM",West,"Bangalore ",P3094,PHONE,Electronics,68252,5,20.0,UPI,"Returned"
O11801,2024-03-16,C305,"  Lindsey Hamilton  ",North," Hyderabad",P1566," Phone ",Electronics,51893,3,0.0,UPI,"Cancelled"
O20488,2024-11-24,C110,"Mr. Ronnie Decker MD",North," Kolkata ",P5262,JEANS,Fashion,2185,0,5.0,COD,"Returned"
O11655,2024-11-12,C175,"Brandon Chang",West,kolkata,P7597,SHOES,Fashion,2131,1,5.0,Card,"Completed"
O14783,2024-03-08,C111,"Robert Sanchez",East,Kolkata,P5516,Laptop,Electronics,18284,1,0.0,Card,"Returned"
O13368,2024-07-28,C442,"Tina Sanchez",North,chennai,P6129,table,Home,652,3,10.0,Card,"Cancelled"
O13069,2024-07-11,C142,"Anthony King",West," Delhi ",P6034," Headphones",Electronics,38386,5,15.0,UPI,"Cancelled"
O20234,2024-06-01,C177,"James Rodriguez",North,MUMBAI,P6801," T-Shirt ",Fashion,4100,2,5.0,Card,"Cancelled"
O11996,2024-10-11,C198,"Tyler Watts",West,Mumbai,P1437,T-shirt,Fashion,4637,5,10.0,COD,"Cancelled"
O21517,2024-09-18,C192,"CAMERON TORRES",West,,P4174,Laptop,Electronics,56102,2,0.0,Card,"Returned"
O17140,2024-10-21,C219,"Anita Wang",South," Mumbai",P7165,Laptop,Electronics,15928,4,10.0,UPI,"Cancelled"
O16425,2024-03-21,C400,"Garrett Smith",North,"Bangalore ",P5633,"Headphones ",Electronics,25908,2,20.0,COD,"Returned"
O15691,2024-10-12,C174,"ian boyd",North,kolkata,P7529," Laptop",Electronics,28955,2,20.0,UPI,"Returned"
O13112,2024-08-17,C152,"Brittany Casey",East,"Delhi ",P4476,Laptop,Electronics,42895,1,10.0,Card,"Returned"
O21592,2024-11-29,C336,"Jim Gomez",South," Bangalore ",P1569,sofa,Home,948,2,10.0,UPI,"Cancelled"
O16800,2024-10-19,C498,"Victoria Pierce",West,KOLKATA,P5133," Table ",Home,1976,2,10.0,UPI,"Returned"
O13617,2024-05-22,C423,"darius goodman",North," Mumbai ",P1192,"Headphones ",Electronics,58664,4,0.0,COD,"Cancelled"
O14260,2024-03-24,C286,"lori jenkins",South,MUMBAI,P1594,Shoes,Fashion,3275,3,10.0,Card,"Returned"
O15668,2024-04-26,C224,"dr. brenda cox",South," Delhi ",P3885,Jacket,Fashion,4181,2,10.0,UPI,"Returned"
O14107,2024-10-26,C383,"Gregory Brewer",North," Delhi",P6628,Lamp,Home,2301,5,,Card,"Completed"
O18179,2024-03-07,C455,"Candice Ortiz",North,Mumbai,P4147,Lamp,Home,1817,0,0.0,Card,"Returned"
O20083,2024-09-06,C312,"Megan Lara",North," Hyderabad ",P4764,T-shirt,Fashion,4956,2,20.0,COD,"Cancelled"
O19003,2024-03-09,C182,"Anthony Young",West," Hyderabad ",P8579,HEADPHONES,Electronics,48815,5,20.0,UPI,"Cancelled"
O16414,2024-04-10,C250,"Caroline Stevens",North," Mumbai ",P8460," Jeans",Fashion,1654,5,0.0,UPI,"Cancelled"
O18361,2024-11-12,C109,"Nicholas Price",West," Delhi",P4546,table,Home,8379,5,15.0,UPI,"Cancelled"
O17996,2024-08-06,C480,"cody hernandez",North,CHENNAI,P2114,"Phone ",Electronics,24482,0,10.0,COD,"Returned"
O10238,2024-09-17,C415,"ROBERT SMITH",South," Bangalore",P2212," Monitor ",Electronics,38539,4,5.0,Card,"Cancelled"
O21957,2024-07-02,C258,"sarah mcdonald",North,"Chennai ",P4676,"Jeans ",Fashion,911,2,5.0,COD,"Cancelled"
O16361,2024-12-03,C332,"Brandon Daniels",West," Hyderabad",P4845," Jeans",Fashion,740,5,5.0,UPI,"Completed"
O21969,2024-11-25,C171,"Shannon Garner",East," Chennai",P1203,TABLE,Home,1999,5,0.0,COD,"Cancelled"
O16004,2024-04-22,C259,"Roger Goodwin",North,Hyderabad,P6586,TABLE,Home,1290,3,15.0,UPI,"Returned"
O11806,2024-03-10,C106,"Dustin Price",North,CHENNAI,P5735,CHAIR,Home,6937,1,0.0,COD,"Completed"
O10158,2024-12-18,C233,"Jacqueline Davis",North,,P8253,Shoes,Fashion,2441,3,0.0,COD,"Returned"
O12622,2024-03-10,C296,"Kimberly Page",North,delhi,P9534," Table ",Home,6180,3,,UPI,"Returned"
O20094,2024-08-02,C198,"Frank Heath",South," Chennai",P9439,shoes,Fashion,3352,3,20.0,COD,"Completed"
O17019,2024-11-14,C259,"Tiffany Alexander DVM",South,delhi,P5862,Monitor,Electronics,65373,5,0.0,UPI,"Cancelled"
O10177,2024-08-10,C200,"Brittany Ross",East,delhi,P4800,"Lamp ",Home,6980,3,20.0,UPI,"Completed"
O11634,2024-11-26,C287,"Travis Chung",North," Kolkata",P6837,Phone,Electronics,17516,3,15.0,UPI,"Completed"
O13898,2024-01-02,C370,"STEPHANIE JONES",West,hyderabad,P3240,JACKET,Fashion,2558,4,5.0,Card,"Completed"
O21113,2024-02-28,C481,"Veronica Beck",North,"Hyderabad ",P9589,Phone,Electronics,61862,4,20.0,COD,"Completed"
O19558,2024-03-27,C437,"Chloe Green",North," Mumbai",P1316," Monitor ",Electronics,24056,2,5.0,Card,"Returned"
O16489,2024-08-30,C408,"micheal barton",North,BANGALORE,P6228,Table,Home,9824,5,5.0,Card,"Returned"
O15244,2024-01-26,C426,"Steve Johnson",West,DELHI,P4815," Sofa ",Home,1590,2,5.0,COD,"Cancelled"
O21414,2024-06-29,C438,,West,Mumbai,P1184,Table,Home,3929,5,15.0,COD,"Completed"
O18455,2024-07-05,C348,"David George",West,Chennai,P3398,JACKET,Fashion,1995,1,15.0,COD,"Completed"
O16575,2024-04-23,C177,"  Kathleen Novak  ",North," Mumbai",P6867," Shoes",Fashion,1918,3,20.0,Card,"Cancelled"
O14620,2024-10-01,C195,"Christopher Phillips",North,MUMBAI,P6050,Shoes,Fashion,3015,2,15.0,COD,"Cancelled"
O10179,2024-12-01,C135,"Kathleen Ward",West," Kolkata",P2712," Sofa",Home,3489,5,10.0,Card,"Cancelled"
O15304,2024-12-19,C119,"Lucas Morgan",South," Bangalore ",P5905,JACKET,Fashion,4492,1,10.0,UPI,"Cancelled"
O17595,2024-07-28,C326,"Elizabeth Andersen",West," Hyderabad",P5138,lamp,Home,385,4,5.0,Card,"Cancelled"
O16487,2024-12-28,C429,"  Paul Strickland  ",North,hyderabad,P8101," T-Shirt",Fashion,1519,2,10.0,UPI,"Returned"
O13262,2024-06-09,C384,"Ariana Alexander",South," Chennai ",P5911,table,Home,5492,1,5.0,Card,"Returned"
O19533,2024-07-12,C112,"Martin Gray",North,BANGALORE,P4127,"Laptop ",Electronics,20994,3,15.0,Card,"Cancelled"
O18510,2024-05-04,C156,"melissa villa",East,Mumbai,P4267," Laptop",Electronics,18293,4,0.0,UPI,"Cancelled"
O17192,2024-10-18,C422,"  Christopher Armstrong  ",North," Delhi",P1226,LAPTOP,Electronics,45474,5,5.0,UPI,"Cancelled"
O20064,2024-12-15,C411,"Christopher Harmon",South,,P8529,laptop,Electronics,57456,3,20.0,COD,"Cancelled"
O18501,2024-08-17,C109,"Ronald Murphy",West,"Delhi ",P1358,phone,Electronics,30416,5,15.0,Card,"Completed"
O10614,2024-03-26,C360,"Christina Harrington",West," Bangalore",P3752," Shoes ",Fashion,4092,1,5.0,Card,"Cancelled"
O19361,2024-08-25,C265,"Shaun Cook",West,KOLKATA,P7226,"Table ",Home,9392,1,10.0,Card,"Returned"
O16757,2024-03-14,C362,"Richard Thompson",West," Hyderabad ",P7240,LAMP,Home,8783,4,20.0,Card,"Cancelled"
O18614,2024-03-21,C343,"Ana Curtis",East,,P1827,Lamp,Home,2572,1,0.0,UPI,"Completed"
O20419,2024-01-03,C343,"Matthew Houston",South,MUMBAI,P2319," Jacket ",Fashion,632,5,15.0,COD,"Cancelled"
O16610,2024-12-20,C150,"cody salazar dds",South,kolkata,P7549," Table ",Home,4191,1,20.0,Card,"Completed"
O11343,2024-04-24,C484,"Katherine Silva",North,,P3100," T-Shirt ",Fashion,4501,1,5.0,COD,"Returned"
O10258,2024-05-21,C410,"Evelyn Velazquez",South,KOLKATA,P7311," Headphones",Fashion,60663,2,15.0,COD,"Returned"
O12858,2024-04-21,C175,"  David Mcdonald  ",North," Hyderabad ",P9968,chair,Home,4318,2,,COD,"Completed"
O20349,2024-04-25,C243,"Christina Garza",South," Delhi ",P3178," Jacket ",Fashion,3351,3,10.0,UPI,"Cancelled"
O19493,2024-04-08,C108,"Taylor Cohen",West,"Bangalore ",P1641,"T-Shirt ",Fashion,2338,2,0.0,Card,"Completed"
O18279,2024-01-21,C257,"George Moreno",North,bangalore,P1451," Laptop",Electronics,13906,1,5.0,UPI,"Cancelled"
O11839,2024-10-31,C444,"April Holt",North,Chennai,P8966," Phone ",Electronics,49360,4,0.0,Card,"Cancelled"
O21939,2024-12-31,C253,"Lorraine Drake",North,"Hyderabad ",P3191," Jeans ",Fashion,2133,5,5.0,Card,"Returned"
O16731,2024-11-16,C307,"Brenda Flowers",West,Mumbai,P1331," Headphones ",Electronics,10025,5,15.0,COD,"Completed"
O11593,2024-06-19,C388,"  Amber Thompson  ",North,KOLKATA,P2282,Laptop,Electronics,51007,4,15.0,UPI,"Returned"
O13850,2024-12-14,C396,"Lisa Brown",West,"Mumbai ",P7204,TABLE,Home,5368,3,20.0,Card,"Returned"
O10485,2024-09-22,C204,"Stephen Spencer",East,"Bangalore ",P3253,"Monitor ",Electronics,69729,3,15.0,Card,"Returned"
O13518,2024-04-10,C149,,North,mumbai,P9902,TABLE,Home,796,5,0.0,Card,"Returned"
O16180,2024-09-23,C353,"Stephanie Zimmerman",East," Kolkata ",P2415," Headphones",Electronics,20874,1,0.0,Card,"Returned"
O16596,2024-07-07,C413,"Jennifer Castro",West,MUMBAI,P8509,shoes,Fashion,1246,3,20.0,UPI,"Cancelled"
O10172,2024-12-16,C250,"Jason Lopez",West,DELHI,P2798," Monitor ",Electronics,76001,1,15.0,COD,"Completed"
O14944,2024-05-08,C398,,South,DELHI,P1545,t-shirt,Fashion,3948,5,15.0,Card,"Completed"
O14823,2024-09-12,C277,"Brandon Hendrix",North,CHENNAI,P9598," Lamp ",Home,7226,5,20.0,UPI,"Returned"
O19848,2024-02-27,C264,"Troy Watson",North," Mumbai",P5141," Headphones",Electronics,29514,2,10.0,Card,"Completed"
O19207,2024-08-02,C499,"Jonathon Howe",West," Mumbai",P7933," Shoes",Fashion,3420,3,15.0,COD,"Cancelled"
O13557,2024-12-09,C451,"ERIC FORD",West,"Bangalore ",P2103,laptop,Electronics,51472,2,10.0,Card,"Returned"
O21051,2024-11-18,C203,"Maria Howard",West," Kolkata",P6378,"Table ",Home,9767,3,0.0,Card,"Completed"
O11287,2024-04-23,C234,"nina cook",South,Chennai,P3209," Sofa",Home,772,2,0.0,UPI,"Completed"
O13121,2024-11-25,C456,"Sabrina Taylor",South," Chennai ",P3721," Sofa",Home,4521,4,5.0,Card,"Returned"
O18475,2024-05-06,C105,"Michael Bullock",West,"Hyderabad ",P7406,Chair,Home,7137,1,20.0,UPI,"Returned"
O16687,2024-06-02,C175,"Tracy Weber",North,"Mumbai ",P8208," Sofa",Home,9610,0,20.0,COD,"Cancelled"
O16807,2024-10-05,C359,"DENISE COLEMAN",West," Kolkata",P8707,T-SHIRT,Fashion,1878,4,15.0,Card,"Cancelled"
O18211,2024-05-14,C500,,North,chennai,P8638,Jacket,Fashion,4003,5,10.0,UPI,"Returned"
O17913,2024-10-06,C430,"Danielle Wood",North,"Bangalore ",P5389,t-shirt,Fashion,4430,2,20.0,COD,"Returned"
O17496,2024-12-11,C283,"Susan White",North,"Chennai ",P4807," Shoes ",Fashion,4956,3,5.0,Card,"Completed"
O20029,2024-12-13,C308,"Lauren Solomon",West,"Chennai ",P8735," Chair",Home,3025,4,5.0,UPI,"Completed"
O18725,2024-02-14,C259,"Christopher Brown",South,chennai,P5902," Laptop",Electronics,60411,1,5.0,COD,"Completed"
O21983,2024-10-12,C400,"Amanda Cooper",North," Kolkata ",P2697,headphones,Electronics,38547,5,15.0,Card,"Cancelled"
O12902,2024-06-15,C103,"Kenneth Villanueva",South," Mumbai ",P8775,CHAIR,Home,2828,1,,Card,"Cancelled"
O16715,2024-08-04,C263,,North,"Chennai ",P2642,Chair,Fashion,5021,2,10.0,COD,"Cancelled"
O21212,2024-08-13,C180,"douglas holden",North,"Mumbai ",P3299," Headphones",Electronics,59016,2,15.0,UPI,"Cancelled"
O16462,2024-10-19,C471,"Dr. Nicole Smith",North,bangalore,P1384," Monitor",Electronics,60905,3,0.0,Card,"Cancelled"
O10876,2024-02-05,C381,"Lauren Oconnor",East,Delhi,P2691,headphones,Electronics,72598,4,15.0,Card,"Cancelled"
O20533,2024-09-09,C367,"ANDREW SANTIAGO",East,delhi,P5985,"Lamp ",Home,2674,5,15.0,Card,"Completed"
O10186,2024-11-01,C461,"Mrs. Donna Berger",North,Chennai,P8135,Table,Home,9263,2,5.0,COD,"Cancelled"
O19012,2024-06-08,C352,"Joseph Armstrong",South," Bangalore ",P8927,jeans,Fashion,4500,2,10.0,UPI,"Cancelled"
O11191,2024-11-03,C365,"  Bryan Collins  ",East,hyderabad,P1074,jacket,Fashion,1705,4,5.0,Card,"Completed"
O12473,2024-03-29,C482,"Stephanie Reyes",North," Kolkata",P5942,"Shoes ",Fashion,3677,4,15.0,COD,"Returned"
O13797,2024-02-12,C378,"James Kim",East,bangalore,P9844," Headphones ",Electronics,9847,4,20.0,UPI,"Completed"
O17997,2024-06-04,C126,"William Thompson",South," Kolkata",P9783,table,Home,6772,3,0.0,Card,"Completed"
